state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
HI,171,area_code_510,0,0,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0,61.38,630.9,292,0.09728958630527818
VA,21,area_code_415,0,0,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,0,69.35,666.8,370,0.10400419916016797
WV,145,area_code_408,0,1,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2,0,69.3,686.5,329,0.10094683175528041
DE,90,area_code_415,0,0,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,0,69.52,716.4000000000001,313,0.09704075935231712
CA,33,area_code_408,0,0,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1,0,50.260000000000005,464.4,327,0.10822566752799312
PA,61,area_code_408,0,1,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1,43.78,469.90000000000003,297,0.0931687593104916
CO,107,area_code_415,0,0,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3,0,59.17000000000001,535.3,324,0.11053614795441812
MD,147,area_code_408,0,0,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1,80.71000000000001,795.6000000000001,258,0.10144544997486173
AL,117,area_code_510,0,0,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,0,52.480000000000004,525.4000000000001,254,0.099885801294252
AL,95,area_code_415,0,0,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0,67.82000000000001,617.9000000000001,338,0.10975886065706425
KS,186,area_code_510,0,0,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,0,48.32,480.59999999999997,307,0.10054099042863089
MI,128,area_code_415,0,0,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0,0,64.2,648.6999999999999,278,0.09896716509942964
AK,55,area_code_408,0,1,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,0,52.120000000000005,572.2,326,0.09108703250611674
OH,134,area_code_415,0,0,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,0,27.77,378.6,270,0.07334918119387215
IN,96,area_code_415,0,1,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,0,62.46999999999999,692.0,293,0.09027456647398843
SC,107,area_code_415,0,0,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0,67.08,629.3,268,0.10659462895280471
KS,123,area_code_415,0,0,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2,0,42.49,356.3,297,0.11925343811394892
OK,35,area_code_415,0,0,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,0,68.94999999999999,753.6999999999999,252,0.09148202202467824
WI,74,area_code_408,0,0,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,0,64.51,667.0,376,0.09671664167916043
IN,130,area_code_408,0,0,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0,43.69,437.8,367,0.09979442667884879
IL,137,area_code_408,1,0,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1,71.03999999999999,691.6,272,0.10271833429728165
TN,88,area_code_415,0,0,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,0,59.510000000000005,599.3,339,0.0992991823794427
DC,80,area_code_408,0,0,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,0,32.89,394.4,275,0.08339249492900609
NC,116,area_code_408,0,1,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0,53.11,542.0,343,0.09798892988929889
RI,123,area_code_510,0,1,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2,0,78.99,764.6,306,0.10330891969657337
MS,120,area_code_415,0,0,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0,48.19,506.59999999999997,328,0.09512435846821951
VA,146,area_code_415,1,0,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0,58.08,650.7,310,0.08925772245274319
KY,106,area_code_510,0,1,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3,0,48.47,501.40000000000003,302,0.09666932588751495
NV,121,area_code_408,0,1,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1,0,46.83,524.9000000000001,306,0.0892169937130882
WI,137,area_code_510,0,0,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,0,51.6,550.8000000000001,255,0.09368191721132897
NH,84,area_code_408,0,1,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,0,47.32,526.5,239,0.08987654320987655
NE,67,area_code_510,0,1,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,0,60.160000000000004,607.4000000000001,247,0.09904511030622323
WI,161,area_code_408,0,0,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1,50.78,511.29999999999995,305,0.09931547036964601
NJ,134,area_code_510,0,1,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1,71.22000000000001,665.1,321,0.10708164185836717
ME,62,area_code_415,1,1,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1,69.46000000000001,660.5,365,0.10516275548826648
WY,120,area_code_415,0,1,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1,0,68.57000000000001,637.8,294,0.10751019128253372
IN,130,area_code_408,0,1,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0,0,61.76,599.6999999999999,368,0.10298482574620645
WI,20,area_code_408,0,0,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,0,68.91,725.6,253,0.09496968026460859
VT,68,area_code_415,0,0,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,0,56.69,579.0,329,0.09791018998272884
CA,112,area_code_415,0,0,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0,63.87999999999999,608.1,356,0.10504851175793453
IN,77,area_code_408,0,0,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3,0,65.37,691.5,281,0.09453362255965293
SC,109,area_code_415,0,0,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2,0,66.57000000000001,665.5,248,0.10003005259203608
IN,108,area_code_415,0,0,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,0,62.51,620.8,306,0.10069265463917526
IA,79,area_code_415,0,1,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,0,61.25,632.6,324,0.09682263673727473
MD,119,area_code_408,0,0,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1,74.67999999999999,724.4,265,0.10309221424627277
MN,38,area_code_510,0,0,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5,1,56.56,534.6,323,0.10579872802095024
AR,109,area_code_415,0,1,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,1,53.839999999999996,608.4,328,0.08849441157133464
MS,78,area_code_415,0,0,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,0,45.150000000000006,514.6,286,0.08773804897007385
MN,134,area_code_415,0,0,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0,73.42999999999999,698.2,345,0.1051704382698367
WA,47,area_code_415,0,1,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,0,53.75,584.4000000000001,308,0.09197467488021902
MS,59,area_code_408,0,1,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0,40.29,404.0,285,0.09972772277227722
ID,151,area_code_415,0,0,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,0,69.6,717.6,294,0.09698996655518394
NC,129,area_code_415,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1,0,42.02,498.5,376,0.08429287863590773
VA,107,area_code_510,0,1,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,0,81.98,763.1999999999999,328,0.107416142557652
MT,137,area_code_408,1,0,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1,75.54,688.6,332,0.10970084228870172
MI,76,area_code_510,0,0,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,0,44.65999999999999,506.40000000000003,296,0.08819115323854658
HI,24,area_code_415,0,0,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,0,62.60999999999999,553.1,399,0.11319833664798407
NC,169,area_code_408,0,0,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2,0,52.50000000000001,515.0999999999999,265,0.10192195690157255
MN,30,area_code_408,0,0,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,0,38.29,490.7,274,0.07803138373751783
WV,70,area_code_415,0,0,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3,0,59.96,572.1,311,0.10480685194895997
SD,52,area_code_510,1,0,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0,1,71.06,651.0,253,0.10915514592933948
HI,3,area_code_408,0,0,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0,59.47,682.0,301,0.08719941348973607
MS,38,area_code_415,0,0,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,0,50.72,543.8,321,0.09326958440603164
NY,104,area_code_415,0,0,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3,0,66.98,584.5,285,0.11459366980325064
LA,27,area_code_408,0,0,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1,0,43.93,519.9,331,0.08449701865743413
KS,166,area_code_415,1,1,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,0,60.31,569.3,280,0.10593711575619183
MA,13,area_code_408,0,0,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,0,70.76,704.5000000000001,301,0.1004400283889283
AK,52,area_code_408,0,0,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,0,59.07,515.4,302,0.11461001164144355
SD,114,area_code_415,0,1,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1,0,57.68,607.7,303,0.09491525423728812
CO,156,area_code_408,0,0,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1,0,49.260000000000005,522.8,308,0.09422341239479726
NH,90,area_code_415,0,1,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,0,67.89,682.1,252,0.09953086057762792
WV,62,area_code_415,0,0,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,0,52.09,484.7,330,0.10746853723952962
AZ,82,area_code_415,0,1,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,0,58.480000000000004,652.4000000000001,301,0.08963825873697118
ME,52,area_code_510,0,0,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,0,49.05,542.5999999999999,277,0.09039808330261703
NH,146,area_code_510,0,0,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,0,50.53,558.3000000000001,256,0.0905068959340856
RI,120,area_code_415,0,1,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,0,72.58,734.3000000000001,322,0.09884243497208224
ID,130,area_code_415,0,0,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1,74.41,663.8,322,0.11209701717384754
WI,90,area_code_408,0,0,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,0,36.459999999999994,410.19999999999993,275,0.08888347147732813
NM,147,area_code_408,1,0,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1,0,52.98,469.6,315,0.11281942078364564
WY,159,area_code_415,0,0,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1,49.76,461.6000000000001,256,0.10779896013864816
IL,74,area_code_510,0,1,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0,58.81,639.3,364,0.09199124041920852
TX,130,area_code_408,0,0,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,0,68.26,637.1,275,0.10714173599121017
RI,155,area_code_408,1,0,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,0,59.88,562.4,316,0.10647226173541964
MI,87,area_code_415,0,0,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,0,60.099999999999994,535.4,271,0.11225252147926783
OR,81,area_code_415,0,0,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1,87.27000000000001,761.8000000000001,213,0.11455762667366763
VA,99,area_code_510,0,0,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,0,50.44,501.6,349,0.10055821371610844
SD,131,area_code_510,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,0,60.85,601.2,349,0.10121423819028609
AL,89,area_code_510,0,0,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1,52.61,568.4999999999999,248,0.09254177660510116
MS,123,area_code_415,1,0,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1,45.34,512.6,341,0.08845103394459618
MS,130,area_code_510,0,1,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,0,75.37,698.1,353,0.10796447500358115
HI,99,area_code_415,0,0,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,0,44.08,450.9,262,0.09776003548458638
WV,36,area_code_408,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,0,61.85,645.6,363,0.09580235439900868
WV,87,area_code_415,0,0,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,0,49.43,561.5,313,0.0880320569902048
WV,139,area_code_415,0,0,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0,68.69,575.5000000000001,380,0.11935708079930492
IN,189,area_code_510,0,0,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,0,58.60000000000001,505.50000000000006,274,0.1159248269040554
NM,96,area_code_415,0,1,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,0,59.07000000000001,572.5,304,0.10317903930131006
DE,112,area_code_408,0,0,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,0,46.269999999999996,505.3,305,0.09156936473382148
NC,75,area_code_408,0,0,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,0,67.88000000000001,668.7,289,0.10151039330043368
NM,178,area_code_415,0,1,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,0,55.05,514.5999999999999,252,0.10697629226583756
SC,112,area_code_415,0,0,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1,81.07,801.0,295,0.10121098626716603
NJ,108,area_code_415,0,1,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,0,51.910000000000004,501.90000000000003,298,0.10342697748555489
AZ,100,area_code_510,0,0,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,0,43.11,468.70000000000005,314,0.09197781096650308
RI,121,area_code_510,0,1,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,0,67.57000000000001,674.9,339,0.10011853607941919
SD,116,area_code_415,0,0,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,0,39.620000000000005,479.6,290,0.08261050875729775
NH,161,area_code_415,0,0,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0,57.12,540.1,248,0.10575819292723569
AL,19,area_code_415,1,0,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,0,67.42999999999999,631.5,318,0.10677751385589865
WV,104,area_code_415,0,0,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,0,67.21,670.9000000000001,319,0.10017886421225218
ID,119,area_code_415,1,1,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,0,60.9,625.7,289,0.09733098929199296
MD,125,area_code_415,0,0,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,0,61.55999999999999,575.6,296,0.10694927032661568
IN,156,area_code_510,0,0,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,0,66.27999999999999,612.6,369,0.10819458047665685
WY,109,area_code_415,0,0,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,0,52.629999999999995,546.1,337,0.09637429042299944
NH,95,area_code_510,0,0,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,0,49.940000000000005,516.4000000000001,309,0.09670797831138651
MN,90,area_code_408,0,0,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,0,48.52,547.4,320,0.088637194008038
MA,105,area_code_415,0,1,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,0,56.14,620.4000000000001,253,0.09049000644745324
NH,101,area_code_510,0,0,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,0,68.87,697.9,328,0.09868175956440751
MN,95,area_code_415,0,0,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,0,58.75999999999999,619.0,335,0.09492730210016154
IA,123,area_code_415,0,0,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,0,59.31,577.9,303,0.10263021283959163
NY,160,area_code_408,0,0,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,0,66.28000000000002,658.3000000000001,314,0.10068357891538814
AL,141,area_code_510,0,1,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,0,82.3,716.0999999999999,358,0.11492808267001817
WV,87,area_code_415,0,0,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0,27.08,322.9,380,0.0838649736760607
NM,81,area_code_415,0,0,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,0,63.519999999999996,661.3999999999999,266,0.09603870577562747
CA,75,area_code_415,0,1,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,0,69.55,680.9,286,0.10214422088412395
MA,126,area_code_408,0,1,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,0,46.4,535.4,294,0.0866641763167725
ME,28,area_code_415,0,0,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,0,69.69,693.8,310,0.10044681464398962
FL,153,area_code_415,0,0,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,0,65.08999999999999,605.2,349,0.10755122273628549
NH,97,area_code_408,0,1,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1,49.44,560.1,315,0.08826995179432244
IN,115,area_code_408,0,0,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,0,45.87,461.7,312,0.09935022742040285
WI,95,area_code_408,0,0,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,0,67.12,639.5,260,0.10495699765441752
MA,17,area_code_415,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,1,65.84,738.6999999999999,306,0.0891295519155273
NH,105,area_code_415,0,1,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0,71.02000000000001,786.8000000000001,312,0.09026436197254703
TX,121,area_code_415,0,0,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,0,45.839999999999996,503.0,303,0.09113320079522862
NC,125,area_code_408,0,0,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,0,65.86,625.8,293,0.10524129114733143
CT,124,area_code_415,0,0,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,0,45.28,433.6,302,0.1044280442804428
NJ,35,area_code_408,0,0,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,0,50.239999999999995,525.6999999999999,250,0.09556781434278105
WY,134,area_code_510,0,0,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,1,83.99,781.5,318,0.1074728087012156
LA,123,area_code_510,0,1,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0,68.64,679.1,245,0.1010749521425416
NV,124,area_code_415,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,0,70.75,709.6,298,0.09970405862457722
WV,133,area_code_510,0,0,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,0,56.62,567.6,282,0.09975334742776602
AR,185,area_code_415,0,1,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,0,59.8,615.0,330,0.09723577235772357
SC,1,area_code_415,0,1,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,0,50.13,503.2,251,0.09962241653418125
KS,107,area_code_415,0,0,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,0,61.48,502.4,372,0.12237261146496815
NY,91,area_code_415,0,1,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0,56.290000000000006,567.4000000000001,306,0.09920690870637998
MI,178,area_code_408,1,0,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,1,48.32,545.3,329,0.08861177333577848
MA,123,area_code_415,0,0,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0,69.19000000000001,695.8,276,0.09943949410750218
UT,170,area_code_415,0,0,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,1,76.86,721.9000000000001,290,0.10646904003324559
HI,135,area_code_415,0,0,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,0,58.88,592.6,256,0.09935875801552481
PA,85,area_code_408,0,0,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,0,58.05,604.3,291,0.0960615588283965
OR,134,area_code_415,0,1,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,0,55.949999999999996,489.50000000000006,347,0.11430030643513787
TN,148,area_code_415,0,1,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,0,45.239999999999995,551.1999999999999,319,0.0820754716981132
CT,93,area_code_415,0,0,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,1,75.08000000000001,662.3,344,0.11336252453570891
AZ,138,area_code_415,0,0,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,0,62.01,522.6,295,0.11865671641791044
OR,159,area_code_510,0,0,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,0,50.839999999999996,578.6,312,0.08786726581403387
DE,103,area_code_415,0,1,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1,0,47.129999999999995,476.40000000000003,273,0.09892947103274558
MA,150,area_code_408,0,1,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,0,62.11,623.5,309,0.09961507618283881
CT,37,area_code_408,0,0,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0,58.64,634.2,346,0.09246294544307788
AR,33,area_code_415,1,0,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,0,48.19,447.3,309,0.10773530069304717
SD,55,area_code_415,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,0,66.96,589.0,272,0.11368421052631578
CT,134,area_code_408,0,1,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,0,42.81,467.6,338,0.09155260906757913
CT,107,area_code_408,0,0,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0,42.19,473.20000000000005,302,0.08915891800507184
MA,80,area_code_408,0,1,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,0,64.86,665.6,343,0.09744591346153846
MS,78,area_code_408,0,0,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,1,48.449999999999996,549.0,357,0.08825136612021857
MT,85,area_code_408,0,1,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,1,45.06,498.0,290,0.09048192771084337
AK,61,area_code_415,0,1,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,0,73.25,709.8000000000001,317,0.10319808396731472
DE,97,area_code_415,0,1,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,0,65.02,662.7,261,0.09811377697298927
OH,136,area_code_408,1,0,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,0,55.07000000000001,536.1,349,0.10272337250512965
MN,135,area_code_408,0,0,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,0,47.27,479.50000000000006,278,0.09858185610010427
CA,87,area_code_415,0,1,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1,0,55.32,602.4000000000001,290,0.09183266932270916
